label,sentence1,sentence2
facts,Uk is being islamized very fast. British government submits to every whim of Islam.,We will not know until the next census by recent survey suggests that the UK is increasingly a secular society with a growing percentage expressing no religious affiliation at all.
support,Has our political elite forgotten that we were Christians? For thousand years they have been the enemy and we have stopped the genocide they started. And now we encourage that? Let the warriors take care of this because this is the war.,"Christians have fought for lots of years against Muslims, we also stopped a genocide. We are enemies. But now it seems that our government forgot about this. This is a war! We must fight."
denouncing,Muslims have no place in civilised Europe.,Mindless Hate has no place in civilised Europe.
denouncing,Someone needs to put those Muslims in a hole in the ground before they start to blow us all up again.,An eye for an eye makes the whole world blind.
denouncing,Appeasement to Islam and Muslims is a mental illness. It is a fact.,You obviously do not understand what mental illness is? Why do not you read up on some psychology?
question,"Islam is the most dreadful and brutal religion, because it causes death and despair more than other religions and creates nothing but trouble.",This is not true. Why do you think this?
question,A raped girl says rapists recited Quran to her to justify their crimes.,What do you mean? What point are you making?
unrelated,Never break bread with a Quranimal. You risk catching HIV and/or Ebola.,Do not panic. Do not run. Retreat slowly. Be prepared again.
support,"Muslims are a problem in my opinion. They do not want to assimilate. They demand that everyone shows respect for Islam, but do they respect our laws? They establish sharia laws and polygamy.","Muslims do not want to integrate, they want to impose sharia. And then they ask for respect! They are a problem!"
denouncing,"Muslims should not exist in our modern world, because all that they do is violence.",The world would be a better place without prejudice and hate mongers. Why not do something that could really help children and support #truthproject.
facts,Muslims have nothing to contribute to our society.,"What have Muslims ever done for us? Well, Coffee, Clocks, Cameras, Hygiene, Universities, Surgical Instruments, Maps, Music, Algebra."
unrelated,The police and politicians are covering up these Muslim grooming gangs - They are traitors to their own people!,Microwave the egg on high for one minute. Make sure the egg is cooked before serving it. Remove the egg with a slotted spoon and place on a plate. Salt and pepper the egg to taste.
facts,Someone needs to put those Muslims in a hole in the ground before they start to blow us all up again.,Or let's not. Let's stop fueling the war that brings more refugees here and integrate those that are here. Most people want a quiet happy life whatever their faith.
