label,sentence1,sentence2
hypocrisy,Le voile dans l'Islam a une signification politique.,Démonstration politique pour ceux qui se sentent agressés par ce bout de tissu sur la tête.
facts,Le voile dans l'Islam a une signification politique.,En France car ils ont peut de la différence de l'autre depuis toujours. Historiquement prouvé.
facts,Les musulmans sont tous des terroristes.,Les terroristes n'ont rien de musulmans.
humor,"Musulmans, partez!",C'est où la Musulmanie? La plus proche ambassade?
facts,L'islamisation est nuisible.,"Mdr ont est la parce que la France a coloniser nos pays et à pris toute les richesses , et après il à mis des collaborateur pour l'éternité."
facts,Les musulmans profitent du système français.,Et vice versa.
question,Le voile islamique est un assaut pour nous.,Comment un tissu peut il etre agressif?
denouncing,Ton voile est une agression contre moi.,Je vous invite à voir un psy.
denouncing,Ton voile est une agression contre moi.,Apprenons a vivre ensemble.
facts,Les terroristes sont musulmans.,"Au niveau statistique c'est faux, souhaitez vous les sources?"
denouncing,L.es migrants représentent la 5eme colonne.,Non assistance à personne en danger.
facts,Les musulmans devraient rentrer chez eux.,"L'islam signifie, soumis a une Dieu unique, comment peut il avoir une terre ou son propre pays."
facts,L'islamisation est une menace.,"Il faudrait des musulmans qui accèdent au pouvoir pour cela,c est loin d être le cas."
denouncing,L'islamophobie est interdite par les musulmans.,"""l'islamophobie"" est un délit."
denouncing,Le voile islamique est une honte pour nous.,Tolérance est la base.
humor,Ton voile est une agression contre moi.,Si je cherchait à t'étrangler avec mon voile tes propos seraient justifiés ; mais là tu exagères vraiment beaucoup.
question,Je ne veux pas de musulmans dans notre pays.,Musulmans convertis vont ou?
denouncing,Les musulmans détestent quiconque n'est pas musulman.,Jusqu'à présent vous démontrez que c est l inverse.
question,Ton voile est une agression contre moi.,De quoi je me mêle?
hypocrisy,Le voile islamique est une honte pour nous.,C'est la liberté de culte.
unrelated,"Les hommes musulmans sont violents, les femmes musulmanes sont soumises.",Consultez votre médecin ou votre pédiatre. Demandez à votre médecin de vous présenter les avantages et les inconvénients des antibiotiques. Faites-vous recommander un spécialiste.
question,L'islam n'est pas pour notre république.,Quelle sont les incompatibilités? Moi je n'en vois pas.
facts,L'islam et le terrorisme sont des synonymes.,Non heureusement.
denouncing,Je ne veux pas de musulmans dans notre pays.,Je suis surement plus légitime dans mon statut de citoyen Français que vous ne l'êtes avec vos propos haineux.
facts,Les femmes voilées sont misérables et réprimées.,Le port du voile est un choix pour la majorité des femmes.
question,Le voile islamique est une honte pour nous.,Ce voile devrait être un non évènement pourquoi tu lui donnes un message qu'il ne porte pas si ce n'est je crois en Dieu.
unrelated,L'islam est une religion moyenâgeuse.,Rendez-vous chez un médecin. Essayez la méditation. Faites 30 minutes d'exercices. Faites du yoga.
facts,Les musulmans minent notre société.,L'islam n'impose rien à personne!
facts,Le voile islamique est la démonstration d'un islam politique.,C'est un signe religieux tout personne de fois est couverte aucun lien avec la politique.
denouncing,"L'islam est la religion de la guerre, il ne faut pas le laisser.",Islamophobie deconplexee.
support,L'islam est une religion incompatible avec les valeurs de la République.,L'islam n'est pas pour notre république.
humor,Les femmes voilées sont soumises et obligées de porter le foulard.,"De même que les policiers le sont, obligés de porter leurs casques!"
question,Le voile islamique est un assaut pour nous.,En quoi il t'agresse?
question,Les femmes voilées sont misérables et réprimées.,"Avez-vous demandé, au moins une fois, à une femme voilée, si elle a été obligé de porter le voile?"
support,Le voile est contraire à la laïcité.,Le voile contredit notre société.
denouncing,Ton voile est une agression contre moi.,Votre commentaire en revanche est agressif car il place votre bien être au-delà de ma liberté sans aucune justification.
facts,Les musulmans veulent imposer la sharia en Europe.,Les musulmans n'impose rien.
support,L'islam nous envahira: c'est l'islamisation.,L'islamisation est nuisible.
denouncing,Le voile contredit notre société.,Il semblerait que vous connaissez pas la définition de la laicité.
hypocrisy,Le voile islamique est la démonstration d'un islam politique.,Les insignes politiques font ils l'objet d'une interdiction dans l'espace public? Non!
hypocrisy,Le voile islamique est une honte pour nous.,Agression verbale.
unrelated,Les musulmans profitent du système français.,Grillez votre viande. Vous pouvez aussi poêler votre bavette. Faites cuire votre bavette au four.
facts,Le voile représente l'humeur politique des musulmans.,Le voile est une liberté undividuelle.
denouncing,L'islam ne partage pas nos valeurs républicaines.,Un peu moins de racisme fera du bien à tout le monde.
facts,Les musulmans doivent partir.,"Les musulmans sont libre de vivre ou ils veulent, comme tout être humain dans ce monde."
facts,L'islam est inférieur.,Certains souverains musulmans ont commis des actes de barbaries mais cela n'incombe que leur auteur et non l'islam.
hypocrisy,Les femmes voilées sont soumises et obligées de porter le foulard.,L'oppression et la stigmatisation ne sont pas des moyens libérateurs si soumission il y avait.
question,Les femmes voilées sont misérables et portent le voile contre leur volonté.,Connaissez vous réellement une femme voilée?
denouncing,Les musulmans détestent quiconque n'est pas musulman.,Arrêtez un instant cette construction de l'ennemi permanent.
support,L'islam est une maladie qui doit être éradiquée.,"L'islam est mauvais, nous devrions nous en débarrasser."
facts,Musulmans: retournez dans votre pays.,L Islam fait partir intégrante de l Histoire de la Nation.
hypocrisy,Les femmes voilées sont misérables et réprimées.,"La soumission ne se détecte pas avec un habit, ce serait si simple de trouver les tortionnaires."
denouncing,L'islam est une religion incompatible avec les valeurs de la République.,Votre question sous-tend des idées malveillantes qui peuvent briser la cohésion citoyenne.
facts,"La France est un pays laïc, la pratique de l'Islam devrait être interdite.","Au contraire, le principe de laïcité de la république française protège chaque individu qui voudrait pratiquer sa confession de manière libre."
hypocrisy,Les femmes voilées sont misérables et portent le voile contre leur volonté.,"Si vous prétendez la défendre, donnez lui la parole ne parlez pas à sa place, ne la considérez pas comme un être inférieur qui doit se soumettre à la pensée du plus fort et vous verrez si elle est réellement soumise et obligée."
denouncing,Les musulmans ne sont pas tolérants aux autres religions.,Ces tout le contraires.
facts,Les musulmans sont faibles.,L'islam est une religion qui appelle a raisonner.
question,L'islamisation est une menace.,Quest ce qui vous fait dire ça?
unrelated,"""l'islamophobie"" c'est les musulmans qui veulent empêcher le blasphème.",Ne manipulez votre gecko que quand il aura atteint sa taille adulte. Ne soulevez jamais votre gecko au niveau de son bas-ventre. Laissez votre gecko muer tout seul.
hypocrisy,Les femmes voilées sont soumises et obligées de porter le foulard.,Il faudrait questionner les principales intéressées qu on n interroge quasiment jamais.
humor,Je ne veux pas de musulmans dans notre pays.,Le jour ou les communistes retourneront dans leur pays.
facts,Les femmes voilées sont soumises et obligées de porter le foulard.,"Le voile est une dévotion religieuse, comme les prières pour toutes les religions."
support,L'islamophobie est un droit. Combattre l'islam est un devoir.,Soyons islamophobes et combattons l'islam.
hypocrisy,Ton voile est une agression contre moi.,C'est vous qui bafouez mon droit.
hypocrisy,L'islam n'est pas pour notre république.,La France n'a pas à faire de commentaire sur la facon dont les musulmans pratique tant qu'ils respectent leur pays!
facts,L'islamisation est nuisible.,L'islam est une des religions minoritaires dans ce pays et elle l'est durablement. Croire qu'il y a un complot extra terrestre d'islamiser la France est un pur délire. Une grande partie des musulmans français est issue de l'immigration. On a fait venir les parents et grand-parents comme main d'oeuvre bon marché et docile. Il s'avère qu'ils étaient en grande partie aussi musulmans et attachés à leur pratique religieuse. Et leurs enfants et petits-enfants aussi en grande majorité.
denouncing,L'islamisation est une menace.,Les médias! Toujours les médias!
unrelated,Ton voile est une agression contre moi.,Mixez les épices. Assaisonnez la farine. Mélangez l'œuf et le petit-lait.
unrelated,"""l'islamophobie"" c'est les musulmans qui veulent empêcher le blasphème.",Donnez-vous la possibilité de partager. Admettez votre timidité. Focalisez-vous sur l'autre . Partagez du fond de votre cœur.
facts,"Les hommes musulmans sont cruels, les femmes musulmanes sont misérables.","Chaque homme à son trait de caractère et sa particularité, les hommes musulmans y en a des millions et sa peut pas être le cas."
facts,Ton voile est une agression contre moi.,Un foulard bout de tissu qui couvre la tête non nocif non explosif.
hypocrisy,Les musulmans sont tous des terroristes fondamentalistes islamistes salafistes.,Le terrorisme est contraire à l'islam qui ne tolère que les guerres défensives et respectant les civils.
denouncing,"L'islam est la religion de la guerre, il ne faut pas le laisser.",Tes propos confirment que tu ignores la définition de tes paroles.
facts,L'islam est une religion incompatible avec les valeurs de la République.,"Islam est compatible sur toute la Terre sauf avec des régimes dictatoriaux, autoritaires injustes, champions de la décadence.ce qui nest pas le cas de la république que je sache."
denouncing,Nous voyons de plus en plus un problème musulman.,Parce que vous stigmatisez cette communauté tout simplement.
humor,Ton voile est une agression contre moi.,Comment vous sentiriez-vous si je vous disais que votre bonnet est une agression contre moi?
